0 7036834152512544
0 9622935698471968
0 283576833847832608
0 1556812633987104
0 2647125247037472
0 272899265440160800
0 8443758333345824
0 5269377800878112
0 11364509235613728
0 11056140247435296
0 279355593155054624
0 17935350173621280
0 270198501957525536
0 3483423025348640
0 14531583491345440
0 13405585873947680
0 11804698822954016
0 11567329402276896
0 4873321954995232
0 284756288507080736
0 272740303868484640
0 3879603962130464
0 280824484855296032
0 280824484049989664
0 280164886058119200
0 280138495363133472
0 10072001909719072
0 287060815754919968
0 284738741954773024
0 14610076434681888
0 2639235660673056
0 273399730330472480
0 14161646146941984
0 278422976171610144
0 8277640809326624
0 15964596376538144
0 270373846144742432
0 280463012085853216
0 10608321992331296
0 12640537039605792
0 12666925855543328
0 12666925855543328
0 12675721143259168
0 12693311987126304
0 12710902830993440
0 12693323529850912
0 12693323798286368
0 12693323798286368
0 12693323798286368
0 12693324066721824
0 12693324066721824
0 12702120965050400
0 12710916789637152
0 12728508707246112
0 15269528665734176
0 279187951186284576
0 283392053080230944
0 17943864677764128
0 17943864677764128
0 17943864677764128
0 3289626584586272
0 17591505292406816
0 270709142430422048
0 272388658789963808
0 281642279377432608
0 271271222384652320
0 280058343756766240
0 7001318262754336
0 1081570744342560
0 149411711701024
0 279012462848699424
0 10317807720279072
0 9350673426781216
0 274473472422785056
0 1345929471309856
0 287508972238577696
0 280348962450820128
0 277253196463156256
0 272846672492079136
0 270831102053074976
0 276848464514904096
0 284113292442650656
0 4547409099286560
0 285873508284730400
0 5735666831027232
0 5303391794498592
0 862641765626912
0 2743739462374432
0 285934780556614688
0 15200078507723808
0 3343032355151904
0 273004747689059360
0 273057537132094496
0 273418213990097952
0 273884449333077024
0 275256708027147296
0 275388653985883168
0 275388653985883168
0 275406251540636704
0 4952691876847648
0 4961487432998944
0 4952691071541280
0 4970282989150240
0 4979079350607904
0 4996672073523232
0 5005468703416352
0 5005469508722720
0 5005469777158176
0 5014265333309472
0 5031857250918432
0 5031856445612064
0 5031856177176608
0 5014263722696736
0 5014262917390368
0 4996670462910496
0 4987873296146464
0 4979076129382432
0 4987873027711008
0 276275934368171040
0 3289393851038752
0 285362272959190048
0 7204054677937184
0 284043679344283680
0 8198323500708896
0 278783263530053664
0 275318184846848032
0 277578382932327456
0 284360201522852896
0 6860611912790048
0 285600757997209632
0 791178878975008
0 5470729357860896
0 8092806891988000
0 4354569094627360
0 13888650241018912
0 4485834569073696
0 4257750331146272
0 13079987624099872
0 7001064859889696
0 7846755731591200
0 2454414895935520
0 4151450427405344
0 277788965447488544
0 279416656315470880
0 11408444335051808
0 15895115885329440
0 7116540960938016
0 509903886108704
0 6975877560978464
0 10141454215457824
0 3069715937537056
0 284579571540772896
0 281492442463661088
0 277129636427942944
0 275026948752009248
0 270875338069271584
0 275009673051123744
0 280797861963242528
0 278123357911150624
0 282503869412633632
0 274869358080578592
0 270225299600651296
0 18032516560924704
0 283832681560040480
0 273523865622376480
0 15929662723613728
0 279169939435343904
0 281738656296319008
0 274209089536577568
0 3201489292481568
0 14909757240476704
0 2832714004918304
0 280076124921329696
0 14495338799409184
0 13124414497949728
0 287087088069955616
0 287192031032675360
0 283911014784076832
0 283928606970121248
0 283963791879080992
0 283990180695018528
0 3158373726370848
0 2823073414031392
0 1081518668231712
0 273866072778796064
0 2084388699900960
0 7502634361822240
0 275256696484908064
0 272230238920985632
0 11839004068728864
