-2.160912132263183594e+01 5.413424301147460938e+01 1.514879302978515625e+02
-2.247426605224609375e+01 5.377589416503906250e+01 1.544429168701171875e+02
6.028300094604492188e+01 -7.618317604064941406e+00 -3.127953796386718750e+02
6.028300094604492188e+01 -1.784592390060424805e+00 1.042572021484375000e+02
3.605900955200195312e+01 -4.919402694702148438e+01 2.349950981140136719e+01
4.893948364257812500e+01 -3.631355285644531250e+01 1.260747604370117188e+02
5.034742736816406250e+01 -3.075118064880371094e+01 1.940895538330078125e+02
-5.753892135620117188e+01 1.338965988159179688e+01 1.084944458007812500e+02
4.319369506835937500e+01 4.205934143066406250e+01 3.340931320190429688e+01
4.985229492187500000e+01 3.540074157714843750e+01 -4.894420623779296875e+01
4.887979125976562500e+01 -3.637324523925781250e+01 -3.058565330505371094e+01
2.168039560317993164e+00 -6.028300094604492188e+01 1.638931732177734375e+02
2.169499158859252930e+00 -6.032229232788085938e+01 1.640000000000000000e+02
5.505881118774414062e+01 -1.937707519531250000e+01 1.884592742919921875e+02
4.839472961425781250e+01 -3.685830688476562500e+01 -3.979990959167480469e+00
2.815456581115722656e+01 -5.142307662963867188e+01 -3.332587585449218750e+02
2.822780227661132812e+01 -5.150098037719726562e+01 -3.350827636718750000e+02
3.034079742431640625e+01 -5.051752471923828125e+01 -3.353509216308593750e+02
-2.723223304748535156e+01 5.180511093139648438e+01 -1.496273231506347656e+01
2.865352821350097656e+01 -5.121640014648437500e+01 1.654696846008300781e+01
-5.493359756469726562e+01 -1.967927932739257812e+01 -2.021236267089843750e+02
5.009146881103515625e+01 3.136940002441406250e+01 -6.310916137695312500e+02
5.095149612426757812e+01 2.955438995361328125e+01 -6.439241333007812500e+02
5.091487884521484375e+01 2.952278900146484375e+01 -6.439197387695312500e+02
5.008785247802734375e+01 3.137812805175781250e+01 -6.446723632812500000e+02
5.016634368896484375e+01 3.136171150207519531e+01 -6.447048339843750000e+02
-4.888940048217773438e+01 3.636363601684570312e+01 -1.320542144775390625e+02
-4.691008758544921875e+01 3.848437118530273438e+01 -1.448347015380859375e+02
-4.808815765380859375e+01 3.716487884521484375e+01 -1.474651184082031250e+02
6.028300094604492188e+01 -4.362073898315429688e+00 3.710465621948242188e+01
5.094098663330078125e+01 2.931845283508300781e+01 2.350300025939941406e+01
4.833052062988281250e+01 3.692251586914062500e+01 3.627626180648803711e+00
2.120834541320800781e+01 -5.430024719238281250e+01 7.759216308593750000e+01
-3.941514968872070312e+01 -4.583788681030273438e+01 9.353819847106933594e+00
-1.340058231353759766e+01 -5.753439712524414062e+01 -5.209180450439453125e+01
-3.851122665405273438e+01 4.674180984497070312e+01 -2.359093666076660156e+00
-5.713437271118164062e+01 -1.436605167388916016e+01 4.118754196166992188e+01
-5.679668045043945312e+01 -1.518132114410400391e+01 -2.933852005004882812e+01
-3.954643249511718750e+01 -4.570660400390625000e+01 3.256368255615234375e+01
-3.536420059204101562e+01 -4.988883209228515625e+01 3.486946487426757812e+01
-3.539675140380859375e+01 -4.993471145629882812e+01 3.490153884887695312e+01
-3.539675140380859375e+01 -4.993471145629882812e+01 3.490153884887695312e+01
-3.542087173461914062e+01 -4.993484497070312500e+01 3.491287231445312500e+01
-3.544795608520507812e+01 -4.993022537231445312e+01 3.493203735351562500e+01
-3.547195053100585938e+01 -4.991825866699218750e+01 3.495039367675781250e+01
